,title,image,recipe keys,personal points,calories,summary
80,Roasted Asparagus,https://www.skinnytaste.com/wp-content/uploads/2018/04/Roasted-Asparagus-1-4.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",0,26,"This quick and easy recipe for oven-roasted asparagus is the perfect spring side dish. This basic recipe can be seasoned many different ways—add lemon juice, garlic, or shaved Parmesan for variations."
81,Italian Sub Salad,https://www.skinnytaste.com/wp-content/uploads/2024/03/Italian-Sub-Salad-7.jpg,"['High Protein Recipes', 'Meal Prep Recipes', 'Under 30 Minutes']",8,298,"Skip the bread and enjoy a bowl of this healthy Italian Sub Salad with salami, cold cuts and cheese, which takes the indulgence of an Italian hero served as a low-carb salad instead."
82,Lemon-Coconut Almond Cake,https://www.skinnytaste.com/wp-content/uploads/2024/03/Coconut-Lemon-Almond-Cake-9.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Vegetarian Meals']",7,198,This moist Lemon-Coconut Almond Flour Cake is not just a treat for those following a gluten-free or dairy-free diet but a delightful dessert everyone will love. The perfect cake for any occasion!
83,Baked Honey-Mustard Ham,https://www.skinnytaste.com/wp-content/uploads/2024/03/Honey-Mustard-Ham-10.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb']",3,106,"This easy, 4-ingredient Honey-Mustard Ham recipe is made with honey, Dijon mustard, and a touch of brown sugar on a baked spiral ham."
84,Lemon Poppy Seed Cupcakes,https://www.skinnytaste.com/wp-content/uploads/2024/03/Lemon-Poppyseed-Cupcakes-22.jpg,['Vegetarian Meals'],6,152,"Lemon Poppy Seed Cupcakes are a delightful dessert that combines the zesty, fresh flavor of lemon with the subtle, nutty taste of poppy seeds."
85,Deviled Eggs,https://www.skinnytaste.com/wp-content/uploads/2018/11/Instant-Pot-Hard-Boiled-Eggs-Finals-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",0,96.8,"Made with mayo, dijon mustard, and paprika, these Classic Deviled Eggs are an easy and flavorful side dish or appetizer. They’re perfect for holidays like Easter, summer gatherings, and packed lunches, and they can store well too!"
86,Risotto Primavera,https://www.skinnytaste.com/wp-content/uploads/2024/03/Risotto-Primavera-8.jpg,['Vegetarian Meals'],10,303,"This Risotto Primavera recipe showcases the freshness and variety of spring in a bowl loaded with asparagus, peas, zucchini, and cherry tomatoes."
87,Honey Baked Spiral Ham,https://www.skinnytaste.com/wp-content/uploads/2010/03/Honey-Baked-Spiral-Ham-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb']",6,135,"Baked spiral ham with a simple homemade glaze made with fresh orange juice, pineapple juice, honey, Dijon mustard, and a touch of brown sugar is the perfect holiday dish!"
88,Crustless Quiche,https://www.skinnytaste.com/wp-content/uploads/2019/04/crustless-quiche-5.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",5,215,"This low-carb Crustless Quiche is light and delicious, perfect for breakfast or brunch (or even a light dinner)! Made with leftover ham or ham steak, broccoli and cheese."
89,Spanish Tortilla with Pimenton Aioli,https://www.skinnytaste.com/wp-content/uploads/2021/04/Spanish-Tortilla_new-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Vegetarian Meals']",5,247,"Spanish Tortilla is a layered potato, onion and egg open-faced omelet. Serve it as an appetizer, or main for breakfast/brunch or a light dinner."
90,Pea Salad,https://www.skinnytaste.com/wp-content/uploads/2024/03/Double-Pea-Salad-6.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",2,89,"This spring, double Pea Salad recipe, made with blanched peas, minced shallot, feta cheese, and a creamy dressing made of more peas, yogurt, mint, and dill is super fresh and very easy!"
91,Corned Beef Hash,https://www.skinnytaste.com/wp-content/uploads/2022/03/JX0A9494.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Under 30 Minutes']",4,300,I love Corned Beef Hash with eggs for breakfast or brunch. Adding chopped veggies to the mix makes it even healthier!
92,Fish Cakes,https://www.skinnytaste.com/wp-content/uploads/2024/03/Air-Fryer-Fish-Cakes-10.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Meal Prep Recipes']",6,277,"Crispy fish cakes with roasted pepper sauce can be made with any white fish, canned salmon, or even crab. Bake them or make them in the air fryer!"
93,Crispy Butter Beans,https://www.skinnytaste.com/wp-content/uploads/2024/03/Crispy-Butter-Beans-with-Green-Sauce-6.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",3,187,"Crispy Butter Beans are a healthy, high-fiber snack or appetizer made with a fresh and bright lemon-herb green sauce for dipping. They are so good, even my kids love them!"
94,Green Shakshuka,https://www.skinnytaste.com/wp-content/uploads/2024/02/spring-shakshuka-8.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",2,291,"This spring Green Shakshuka is a veggie-packed twist on the classic egg dish perfect to enjoy with crusty bread for breakfast/brunch, lunch or dinner."
95,Whole Wheat Irish Soda Bread Muffins,https://www.skinnytaste.com/wp-content/uploads/2020/03/240305_whole-wheat-irish-soda-bread-muffins-18.jpg,"['Kid Friendly', 'Vegetarian Meals']",6,147,"These Whole Wheat Irish Soda Bread Muffins are the perfect start to a lazy, cold March Sunday morning. Speckled with raisins, they are sweet and perfect to enjoy with a hot cup of tea."
96,Avocado Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2012/04/Avocado-Egg-Salad-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,155,"This avocado egg salad uses half the egg yolks and adds lots of healthy fats from avocado. An easy healthy, high protein lunch!"
97,Slow Cooker Chicken and Lentil Soup,https://www.skinnytaste.com/wp-content/uploads/2024/02/Slow-Cooker-Chicken-and-Lentil-Soup-4.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Meal Prep Recipes', 'Slow Cooker Recipes']",2,350,"This healthy Slow Cooker Chicken and Lentil Soup is an easy slow cooker dump recipe. There’s no need to sauté anything, and it tastes delicious!"
98,Crock Pot Corned Beef and Cabbage,https://www.skinnytaste.com/wp-content/uploads/2018/03/Crock-Pot-Corned-Beef-and-Cabbage-6.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Slow Cooker Recipes']",8,294.5,The crockpot is the easiest way to make Corned Beef and Cabbage! Slow cooking the beef makes it melt in your mouth.
99,Bloody Mary Deviled Eggs,https://www.skinnytaste.com/wp-content/uploads/2024/03/Bloody-Mary-Deviled-Eggs-4.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Low Carb']",1,113,"Bloody Mary Deviled Eggs with bacon, cornichons, Old Bay seasoning and celery are a fun twist on classic deviled eggs."
100,Shrimp Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2024/02/Shrimp-StirFry-15-1.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Under 30 Minutes']",6,307,"This Shrimp Stir Fry recipe, with juicy shrimp, asparagus, and red bell peppers makes a quick, easy, and healthy dinner for any night of the week. Ready in less than 20 minutes!"
101,High-Protein Egg Bagel,https://www.skinnytaste.com/wp-content/uploads/2024/02/High-Protein-Egg-Bagels-11.jpg,"['Air Fryer Recipes', 'Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Meal Prep Recipes', 'Vegetarian Meals']",4,184,"This High-Protein Egg Bagel recipe gets its yellow color from egg yolks, which also make them extra fluffy. They’re so easy, too—no boiling or yeast required. Simply mix with Greek yogurt and bake or air fry!"
102,Cranberry Chicken Salad on Apple Slices ,https://www.skinnytaste.com/wp-content/uploads/2024/02/Cranberry-Chicken-Salad-with-Apple-Slices-3.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Under 30 Minutes']",6,439,"Easy Cranberry Chicken Salad on Apple Slices make a sweet, crunchy, protein-packed lunch!"
103,Butternut Squash Soup,https://www.skinnytaste.com/wp-content/uploads/2024/02/Butternut-Soup-7.jpg,"['Dairy Free Recipes', 'High-Fiber Recipes', 'Vegetarian Meals']",2,144,"This cozy Butternut Squash Soup is sweetened with apple and seasoned with warming spices like ginger, cinnamon, and paprika. It’s made with coconut milk, so it’s also dairy-free and vegan."
104,Air Fryer Peanut Curry Tofu with Gingery Cauliflower Rice,https://www.skinnytaste.com/wp-content/uploads/2024/02/Air-Fryer-Peanut-Curry-Tofu-with-Gingery-Cauliflower-Rice-11.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Low Carb', 'Meal Prep Recipes', 'Vegetarian Meals']",7,453,"This delicious Air Fryer Peanut Curry Tofu with Gingery Cauliflower Rice is a quick, vegan, high protein, low-carb meal."
105,Baked Fish Sticks,https://www.skinnytaste.com/wp-content/uploads/2014/04/Healthy-Baked-Fish-Sticks-7.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",4,229,"These healthy, Baked Fish Sticks with Lemon Caper Sauce are made from scratch and so quick and easy. Bake them in the oven or the air fryer – directions are provided for both."
106,Chicken Pot Pie Soup,https://www.skinnytaste.com/wp-content/uploads/2014/01/chicken-pot-pie-soup-13.jpg,"['Gluten Free', 'Kid Friendly']",4,268,"This hearty chicken pot pie soup tastes just like chicken pot pie, only as a hearty soup. It’s packed with protein and veggies in every bite!"
107,Chicken Florentine,https://www.skinnytaste.com/wp-content/uploads/2024/02/chicken-florentine-1.jpg,"['Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Low Carb']",6,291,This Creamy Chicken Florentine is made with baby spinach in a light and creamy white sauce. It’s undeniably delicious!
108,Carrot Banana Protein Smoothie,https://www.skinnytaste.com/wp-content/uploads/2024/02/Carrot-Banana-Protein-Smoothie-5-1.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",7,294,"If you want to switch up your smoothie game, you will love this Carrot Banana Protein Smoothie made with almond milk and flax seed."
109,White Chicken Chili,https://www.skinnytaste.com/wp-content/uploads/2024/02/White-Chicken-Chili-13.jpg,"['Freezer Meals', 'High Protein Recipes', 'High-Fiber Recipes', 'Meal Prep Recipes']",1,372,"This delicious white chicken chili is made with homemade tortilla strips, perfect for chilly days when you want a warm cozy meal."
110,Chicken Gnocchi Soup,https://www.skinnytaste.com/wp-content/uploads/2024/02/Chicken-Gnocchi-Soup-18.jpg,"['Freezer Meals', 'Gluten Free', 'High Protein Recipes']",9,341,"Creamy “Marry Me” Chicken Gnocchi Soup is made with chicken breast, sausage, spinach, sun-dried tomatoes, and pillowy soft gnocchi."
111,Chocolate Oat Flour Banana Bread,https://www.skinnytaste.com/wp-content/uploads/2024/01/Chocolate-Banana-Oat-Bread-6.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Vegetarian Meals']",5,190,"This Chocolate Oat Flour Banana Bread is moist, chocolatey and loaded with chocolate chips. If you love chocolate and banana bread, you’ll enjoy this gluten-free banana bread!"
112,Crock Pot Pasta Sauce with Sausage,https://www.skinnytaste.com/wp-content/uploads/2011/06/Crock-Pot-Pasta-Sauce-with-Sausage-11.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Slow Cooker Recipes']",4,115,"This easy, 5-ingredient Crock Pot Pasta Sauce made with chicken or turkey sausage is perfect for busy weeknights!"
113,Roasted Red Pepper Soup,https://www.skinnytaste.com/wp-content/uploads/2009/10/Roasted-Red-Pepper-Soup-11.jpg,"['Freezer Meals', 'Gluten Free', 'Vegetarian Meals']",3,138,"Vegetarian Roasted Red Pepper Soup is a comforting, vibrant soup offering a perfect blend of sweetness, smokiness, and warmth."
114,Penne alla Vodka with Chicken,https://www.skinnytaste.com/wp-content/uploads/2024/01/Vodka-Sauce-Penne-with-Chicken-9.jpg,"['Freezer Meals', 'High Protein Recipes', 'High-Fiber Recipes']",9,519,"This healthier penne alla vodka with chicken is made with no heavy cream! Pureed roasted vegetables are my secret for a creamy vodka sauce that tastes just as good as the original. High protein, with 42 grams of protein per serving."
115,Korean-Inspired Salmon Rice Bowl,https://www.skinnytaste.com/wp-content/uploads/2024/01/Air-Fryer-Gochujang-Salmon-Rice-Bowls-5.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'High Protein Recipes', 'Under 30 Minutes']",6,431,I’m obsessed with this quick Korean-inspired Gochujang Salmon Rice Bowl. It’s a flavorful meal in under 30-minutes! Air fryer or oven!
116,Lentil Bolognese,https://www.skinnytaste.com/wp-content/uploads/2024/01/Lentil-Bolognese-7.jpg,"['Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Vegetarian Meals']",6,358,"This hearty, savory Lentil Bolognese is a great vegetarian meal that doesn’t sacrifice comfort. It’s also high in protein and fiber!"
117,Ranch Popcorn,https://www.skinnytaste.com/wp-content/uploads/2024/01/Ranch-Popcorn-7.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",0,81,"If you want a low-calorie, healthy snack, you’ll love this air-popped Ranch Popcorn with homemade ranch popcorn seasoning!"
118,Crock Pot Pork Roast,https://www.skinnytaste.com/wp-content/uploads/2024/01/Easy-Slow-Cooker-Pork-Roast-with-Mushrooms-and-Polenta-7.jpg,"['Dairy Free Recipes', 'High Protein Recipes', 'Slow Cooker Recipes']",8,361,This easy Crock Pot Pork Roast with Mushrooms and Polenta is packed with flavor and is incredibly easy to prepare.
119,Pesto Salmon,https://www.skinnytaste.com/wp-content/uploads/2024/01/Pesto-Salmon-7.jpg,"['Air Fryer Recipes', 'Gluten Free', 'High Protein Recipes', 'Under 30 Minutes']",3,290,"If you love my parmesan salmon recipe, you will love this easy 3-ingredient Pesto Salmon! Make it in the air fryer or oven."
120,Marry Me Chicken,https://www.skinnytaste.com/wp-content/uploads/2024/01/Marry-Me-Chicken-8.jpg,"['Freezer Meals', 'Gluten Free', 'High Protein Recipes']",6,286,This Marry Me Chicken recipe is a delicious creamy chicken breast recipe with sun-dried tomatoes and spinach in a light cream sauce. Your significant other will definitely want to say “Marry me” after trying this recipe!
121,Mushroom Toast,https://www.skinnytaste.com/wp-content/uploads/2024/01/Mushroom-Toast-4.jpg,"['Under 30 Minutes', 'Vegetarian Meals']",5,196,"Mushroom Toast with labneh or cream cheese served on sourdough toast is a fast and easy breakfast, brunch, or lunch."
122,Crispy Baked Chicken Thighs,https://www.skinnytaste.com/wp-content/uploads/2024/01/Baked-Chicken-Thighs-1.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Low Carb']",6,227,"These crispy baked chicken thighs are always on rotation in my house, my go-to easy weeknight meal loaded with flavor and so juicy inside!"
123,BBQ Chicken Tenders in Air Fryer,https://www.skinnytaste.com/wp-content/uploads/2024/01/Air-Fryer-BBQ-Chicken-Fingers-8.jpg,"['Air Fryer Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Under 30 Minutes']",4,312,"The kids will love these crispy air-fried BBQ chicken tenders breaded and dunked in a sweet, fiery BBQ sauce! Serve them with some corn on the cob or a big salad."
124,Cottage Cheese Cheesecake,https://www.skinnytaste.com/wp-content/uploads/2024/01/Cottage-Cheese-Cheesecake-9.jpg,['Vegetarian Meals'],6,159,"This New York-style cheesecake is made with a combination of cottage cheese and cream cheese, blended together for a creamy and delicious low-calorie dessert! No one will even know!"
125,Smoked Turkey Sausage Breakfast Skillet,https://www.skinnytaste.com/wp-content/uploads/2024/01/Smoked-Turkey-Breakfast-Skillet-11.jpg,"['Gluten Free', 'High Protein Recipes', 'Low Carb', 'Meal Prep Recipes']",5,284,"Savory eggs, spinach, mushrooms, and cheese cook together in one skillet for a protein-rich breakfast in this Smoked Turkey Sausage Breakfast Skillet."
126,Italian Wedding Soup,https://www.skinnytaste.com/wp-content/uploads/2012/08/Italian-Wedding-Soup-17.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",2,167,"Made with homemade turkey meatballs, tiny pasta, and dark leafy greens, Italian Wedding Soup is simple yet flavorful. Ready in just 30 minutes!"
127,Garlic Rosemary Beef Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2023/12/Beef-Tenderloin-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",5,211,This easy Garlic Rosemary Beef Tenderloin roast is my go-to easy recipe for entertaining. It’s perfect for the holidays and comes out so tender and flavorful!
